CODIGO DE BARRA;SKU/DESCRIPCION;CATEGORIA;MARCA;CM TOTAL;ID;PROVEEDOR;MEDIR;QUE SE MIDE;NO DEFINIDO
7840001002008; DETERGENTE ZITRON EP 950 ML. LAVAVAJILLAS;LIMPIEZA;NULL;NULL;276;NULL;MEDIR;Q;STK Britez Borges
510417; DETERGENTE E/POLVO MOROTI GRANEL BLANCO;LIMPIEZA;NULL;NULL;277;NULL;MEDIR;Q;STK Britez Borges
7791290011618; JABON LIQUIDO MULTIACCION BAJA ESPUMA 3LT OMO DOYPACK;LIMPIEZA;NULL;NULL;278;NULL;MEDIR;Q;STK Britez Borges
7891150016750; JABON EN POLVO 1KG ALTA ESPUMA BRILLANTE BOL;LIMPIEZA;NULL;NULL;279;NULL;MEDIR;Q;STK Britez Borges
7791290010444; SUAVIZANTE CLASSIC 900ML COMFORT DOYPACK;LIMPIEZA;NULL;NULL;280;NULL;MEDIR;Q;STK Britez Borges
163095; JABON EN POLVO GRANEL CELESTE;LIMPIEZA;NULL;NULL;281;NULL;MEDIR;Q;STK Britez Borges
7841454000368; PAPEL HIGIENICO 30 MTS HOJA SIMPLE STOCK PAQ;LIMPIEZA;NULL;NULL;282;NULL;MEDIR;Q;STK Britez Borges
7840033008481; SUAVIZANTE P/ROPAS FLORES BLANCAS 1.5LT POMPITA FCO;LIMPIEZA;NULL;NULL;283;NULL;MEDIR;Q;STK Britez Borges
7779970670119; JABON E/POLVO MULTIACCION ALTA ESPUMA 200GR OMO BSA;LIMPIEZA;NULL;NULL;284;NULL;MEDIR;Q;STK Britez Borges
7840118217272; JABON EN POLVO ALTA ESPUMA INSUPERABLE 3KG PAQ;LIMPIEZA;NULL;NULL;285;NULL;MEDIR;Q;STK Britez Borges
7840154100415;" BOLSA ""BASE BASE"" SUP.ALTA RESIST.150 L P/RES.X10";LIMPIEZA;NULL;NULL;286;NULL;MEDIR;Q;STK Britez Borges
445696; JABON LIQ MOROTI GRANEL;LIMPIEZA;NULL;NULL;287;NULL;MEDIR;Q;STK Britez Borges
7840033008610; SUAVIZANTE PARA ROPA POMPITA FANTASY 1.5LT;LIMPIEZA;NULL;NULL;288;NULL;MEDIR;Q;STK Britez Borges
7840003020727;" INSECTICIDA ""MAPEX"" MATATODO AER 330ML";LIMPIEZA;NULL;NULL;289;NULL;MEDIR;Q;STK Britez Borges
7798038152947; PAPEL HIGIENICO DOBLE HOJA PLUS MEGA 4UN 50MTS SCOTT PAQ;LIMPIEZA;NULL;NULL;290;NULL;MEDIR;Q;STK Britez Borges
7840154104277; BOLSA P/RESIDUOS RESISTENTES 200LT BASE BASE BSA;LIMPIEZA;NULL;NULL;291;NULL;MEDIR;Q;STK Britez Borges
7840118219443; JABON EN POLVO CITRUS 3KG INSUPERABLE BSA;LIMPIEZA;NULL;NULL;292;NULL;MEDIR;Q;STK Britez Borges
7840833000180;" DETERGENTE ""ACTIVO 100"" LIMON 750ML";LIMPIEZA;NULL;NULL;293;NULL;MEDIR;Q;STK Britez Borges
7840118219429; JABON EN POLVO CITRUS 1KG INSUPERABLE BSA;LIMPIEZA;NULL;NULL;294;NULL;MEDIR;Q;STK Britez Borges
7896110004679;" PAPEL HIG ""PERSONAL"" VIP DOBLE HOJ 8UN PERSONAL";LIMPIEZA;NULL;NULL;295;NULL;MEDIR;Q;STK Britez Borges
7840033008498; SUAVIZANTE P/ROPA FLORES DEL CAMPO 1.5LT POMPITA FCO;LIMPIEZA;NULL;NULL;296;NULL;MEDIR;Q;STK Britez Borges
447096; SUAVIZANTE P/ROPAS GRANEL XKG ADA BID;LIMPIEZA;NULL;NULL;297;NULL;MEDIR;Q;STK Britez Borges
7840049005375; PAPEL HIGIENICO NEUTRO 30 M. HIGIENOL TEXTURADO PAQ 4 UN;LIMPIEZA;NULL;NULL;298;NULL;MEDIR;Q;STK Britez Borges
7791290011595; OMO MATIC MULTIACCION REMUEVE MANCHAS DIFICILES LIQUIDO BOTELLA X3L;LIMPIEZA;NULL;NULL;299;NULL;MEDIR;Q;STK Britez Borges
7896110000176; PAPEL HIG PERSONAL NEUTRO DH 4UN;LIMPIEZA;NULL;NULL;300;NULL;MEDIR;Q;STK Britez Borges
7790250010845; PAPEL HIGIENICO DOBLE HOJA 4X50MT ELITE PAQ;LIMPIEZA;NULL;NULL;301;NULL;MEDIR;Q;STK Britez Borges
7840003022868; JABON EN POLVO LIBERACION DE PERFUME 1KG KINDER BSA;LIMPIEZA;NULL;NULL;302;NULL;MEDIR;Q;STK Britez Borges
7896104998557;" PAPEL HIGIENICO ""MILI"" BLANCO SH 4UN";LIMPIEZA;NULL;NULL;303;NULL;MEDIR;Q;STK Britez Borges
28570714; PAPEL HIGIENICO NEUTRO TEXTURA SUAVE HOJA SIMPLE DAYO PAQ 4X30MTS;LIMPIEZA;NULL;NULL;304;NULL;MEDIR;Q;STK Britez Borges
7891150064522; DETERGENTE EN POLVO LAVADO PERFECTO OMO 400GR;LIMPIEZA;NULL;NULL;305;NULL;MEDIR;Q;STK Britez Borges
7840049005368; PAPEL HIG. BLANCO 60M. HIGIENOL SIN FIN PAQ 4UN;LIMPIEZA;NULL;NULL;306;NULL;MEDIR;Q;STK Britez Borges
7840585000414;" LAVANDINA ""LAVA 1000"" 1LT";LIMPIEZA;NULL;NULL;307;NULL;MEDIR;Q;STK Britez Borges
7791290011519; JABON LIQUIDO MULTIACCION MATIC 800ML OMO DOYPACK;LIMPIEZA;NULL;NULL;308;NULL;MEDIR;Q;STK Britez Borges
7798038152909; PAPEL HIGIENICO HOJA SIMPLE 4X30 MT SCOTT PAQ;LIMPIEZA;NULL;NULL;309;NULL;MEDIR;Q;STK Britez Borges
7791290006843; SUAVIZANTE ORIGINAL CONFORT 1LT DOYPACK;LIMPIEZA;NULL;NULL;310;NULL;MEDIR;Q;STK Britez Borges
7840118217579; SUAVIZANTE PREMIUM CLASICO 2L CAVALLARO DOYPACK;LIMPIEZA;NULL;NULL;311;NULL;MEDIR;Q;STK Britez Borges
7840154100248;" BOLSA ""BASE BASE"" SUP.ALTA RESIST.100 L.P/RES.X10";LIMPIEZA;NULL;NULL;312;NULL;MEDIR;Q;STK Britez Borges
7798038152763; ROLLO D/COCINA DOBLE HOJA 3UN.MAGIC PAQ;LIMPIEZA;NULL;NULL;313;NULL;MEDIR;Q;STK Britez Borges
7891150066571; JABON E/POLVO BRILLANTE LIMPIEZA TOTAL 800GR BSA;LIMPIEZA;NULL;NULL;314;NULL;MEDIR;Q;STK Britez Borges
7891150020672; JABON LIQUIDO BRILLO ACTIVO 3LT BRILLANTE BOT;LIMPIEZA;NULL;NULL;315;NULL;MEDIR;Q;STK Britez Borges
7790250010807;" PAPEL HIGIENICO ""ELITE"" ULTRA DH 4UN";LIMPIEZA;NULL;NULL;316;NULL;MEDIR;Q;STK Britez Borges
7840154102105;" BOLSA ""BASE BASE"" EST.RESIST.200 L P/RES.X10UN";LIMPIEZA;NULL;NULL;317;NULL;MEDIR;Q;STK Britez Borges
7896110003900;" PAPEL HIGIENICO ""PERSONAL"" ROSAS DH 4UN";LIMPIEZA;NULL;NULL;318;NULL;MEDIR;Q;STK Britez Borges
7840118217517; SUAVIZANTE CLASICO 450ML CAVALLARO DOYPACK;LIMPIEZA;NULL;NULL;319;NULL;MEDIR;Q;STK Britez Borges
7809604014986; PAPEL HIGUIENICO PUREZA D/ALGODON DOBLE HOJA 4UNDX30MT SCOTT PAQ;LIMPIEZA;NULL;NULL;320;NULL;MEDIR;Q;STK Britez Borges
7730219011285; PAPEL HIGIENICO DOBLE HOJA PAGUE 7 LLEVA 8 ELITE;LIMPIEZA;NULL;NULL;321;NULL;MEDIR;Q;STK Britez Borges
7840033008450; JABON LIQUIDO TRIPLE ACCION 1.5LT PACHOLI FRAS;LIMPIEZA;NULL;NULL;322;NULL;MEDIR;Q;STK Britez Borges
7896104998540;" PAPEL HIGIENICO ""MILI"" PERFUMADO SH";LIMPIEZA;NULL;NULL;323;NULL;MEDIR;Q;STK Britez Borges
7730219011773; PAPEL HIGIENICO ULTRA DOBLE HOJA ELITE X4 30MT;LIMPIEZA;NULL;NULL;324;NULL;MEDIR;Q;STK Britez Borges
7840229000596; PAPEL HIGIENICO BAMBINO NEUTRO PAQ 4UN;LIMPIEZA;NULL;NULL;325;NULL;MEDIR;Q;STK Britez Borges
7840229001043; PAPEL HIG NATURAL BEST PAQ 4UN;LIMPIEZA;NULL;NULL;326;NULL;MEDIR;Q;STK Britez Borges
7840001001964; DETERGENTE ZITRON LAVA VAJILLAS 480ML;LIMPIEZA;NULL;NULL;327;NULL;MEDIR;Q;STK Britez Borges
7840003023070; SUAVIZANTE PARA ROPA LIBERACION DE PERFUME 950ML KINDER BOTELLA;LIMPIEZA;NULL;NULL;328;NULL;MEDIR;Q;STK Britez Borges
7840033007033; JABON LIQUIDO BEBE 1LT PACHOLI FRA;LIMPIEZA;NULL;NULL;329;NULL;MEDIR;Q;STK Britez Borges
7840118010095;" JABON EN PAN ""CAVALLARO"" COCO 200GR";LIMPIEZA;NULL;NULL;330;NULL;MEDIR;Q;STK Britez Borges
7840154102051;" PASTILLA ""BASE BASE"" P/INODORO LAVANDA";LIMPIEZA;NULL;NULL;331;NULL;MEDIR;Q;STK Britez Borges
7891150064959; JABON LIQ BRILLO ACTIVO BRILHLANTE 1LT PET;LIMPIEZA;NULL;NULL;332;NULL;MEDIR;Q;STK Britez Borges
7791290010840; DETERGENTE E/POLVO MATIC ROSAS/LILAS 800GR DRIVE BSA;LIMPIEZA;NULL;NULL;333;NULL;MEDIR;Q;STK Britez Borges
455220; LIMPIADOR DESINFECTANTE  LIQUIDO P/PISO XLT MAFRESH GRANEL;LIMPIEZA;NULL;NULL;334;NULL;MEDIR;Q;STK Britez Borges
7840154104284; BOLSA P/RESIDUOS RESISTENTES 150LT BASE BASE BSA;LIMPIEZA;NULL;NULL;335;NULL;MEDIR;Q;STK Britez Borges
7840154102495;" BOLSA ""BASE BASE"" ESTAND. 150 LT P/RESIDUOS X 10U";LIMPIEZA;NULL;NULL;336;NULL;MEDIR;Q;STK Britez Borges
7840118217562; SUAVIZANTE INTENSO 900ML CAVALLARO DOYPACK;LIMPIEZA;NULL;NULL;337;NULL;MEDIR;Q;STK Britez Borges
7840585000551;" LAVANDINA ""LAVA 1000"" 2LT";LIMPIEZA;NULL;NULL;338;NULL;MEDIR;Q;STK Britez Borges
7840003022240; INSECTICIDA MATA TODO 300ML MATRA AER;LIMPIEZA;NULL;NULL;339;NULL;MEDIR;Q;STK Britez Borges
7840001001384;" INSECTICIDA ""MATIRIS"" MATATODO 400ML";LIMPIEZA;NULL;NULL;340;NULL;MEDIR;Q;STK Britez Borges
7840003023001; JABON E/POLVO KINDER LIBERACION DE PERFUME 3K BSA;LIMPIEZA;NULL;NULL;341;NULL;MEDIR;Q;STK Britez Borges
7790520013194; LIMPIADOR ADHESIVO 4EN1 LAVANDA 24.6GR GLADE MR MUSCULO;LIMPIEZA;NULL;NULL;342;NULL;MEDIR;Q;STK Britez Borges
7790520155702; RAID TABLETAS 12 UN .;LIMPIEZA;NULL;NULL;343;NULL;MEDIR;Q;STK Britez Borges
7840003022394; LIMPIADOR LIQ P/PISO MAFRESH LAV. TROPICAL BOT 900ML;LIMPIEZA;NULL;NULL;344;NULL;MEDIR;Q;STK Britez Borges
7896026838542; PAPEL HIG PALOMA CAMOMILA 30MT X 4UN;LIMPIEZA;NULL;NULL;345;NULL;MEDIR;Q;STK Britez Borges
7896026800068; PAPEL HIG PALOMA SUPER NEUTRO 60MT X4UN;LIMPIEZA;NULL;NULL;346;NULL;MEDIR;Q;STK Britez Borges
7896104995280; PAPEL HIGIENICO NEUTRO DOBLE HOJA 4UND MILI PAQ;LIMPIEZA;NULL;NULL;347;NULL;MEDIR;Q;STK Britez Borges
7841454000177; BOLSA P/RESIDUO STOCK RESISTENTE 150LT;LIMPIEZA;NULL;NULL;348;NULL;MEDIR;Q;STK Britez Borges
7840118219399; JABON EN POLVO CLASICO 400GR INSUPERABLE BSA;LIMPIEZA;NULL;NULL;349;NULL;MEDIR;Q;STK Britez Borges
7896026850155;" PAPEL HIGIENICO ""DUETTO"" DOB.HJ PERF.X 4";LIMPIEZA;NULL;NULL;350;NULL;MEDIR;Q;STK Britez Borges
7798038152930; PAPEL HIGIENICO DOBLE HOJA PLUS 4UN 30MTS SCOTT PAQ;LIMPIEZA;NULL;NULL;351;NULL;MEDIR;Q;STK Britez Borges
7791290786622; JABON E/POLVO BAJA ESPUMA PIEL SENSIBLE 2.7KG OMO MATIC BSA;LIMPIEZA;NULL;NULL;352;NULL;MEDIR;Q;STK Britez Borges
7840118216374; DESODORANTE P/PISO FANTASIA 900ML CAVALLARO BOT;LIMPIEZA;NULL;NULL;353;NULL;MEDIR;Q;STK Britez Borges
7840229000602; PAPEL HIGIENICO BAMBINO PLUS PERF PAQ 4UN;LIMPIEZA;NULL;NULL;354;NULL;MEDIR;Q;STK Britez Borges
7840118217548; SUAVIZANTE CLASICO 900ML CAVALLARO DOYPACK;LIMPIEZA;NULL;NULL;355;NULL;MEDIR;Q;STK Britez Borges
7790250019510; PAPEL HIGIENICO PREMUIM 4UND HIGIENOL PAQ;LIMPIEZA;NULL;NULL;356;NULL;MEDIR;Q;STK Britez Borges
7841454000184; BOLSA P/RESIDUO STOCK RESISTENTE 100LT;LIMPIEZA;NULL;NULL;357;NULL;MEDIR;Q;STK Britez Borges
7840118218668; SUAVIZANTE ORIENTAL 450ML CAVALLARO DOYP;LIMPIEZA;NULL;NULL;358;NULL;MEDIR;Q;STK Britez Borges
7840118212109;" JABON EN PAN ""CAVALLARO"" COCO 100GR";LIMPIEZA;NULL;NULL;359;NULL;MEDIR;Q;STK Britez Borges
7841454000160; BOLSA P/RESIDUO STOCK RESISTENTE 200LT;LIMPIEZA;NULL;NULL;360;NULL;MEDIR;Q;STK Britez Borges
7840833000173;" DETERGENTE ""ACTIVO 100"" LIMON 500ML";LIMPIEZA;NULL;NULL;361;NULL;MEDIR;Q;STK Britez Borges
7840118218651; SUAVIZANTE FLORAL 450ML CAVALLARO DOYP;LIMPIEZA;NULL;NULL;362;NULL;MEDIR;Q;STK Britez Borges
7790520508607; INSECTICIDA S/OLOR MATA MOSCA/MOSQUITO Y ZANCUDOS 360CM RAID AEROSOL;LIMPIEZA;NULL;NULL;363;NULL;MEDIR;Q;STK Britez Borges
7791290010079; JABON LIQUIDO PERFECT RESULTS 3L SKIP DOYPACK;LIMPIEZA;NULL;NULL;364;NULL;MEDIR;Q;STK Britez Borges
7840001003265;" PASTILLA P/INOD ""PINO LECHE"" LAVANDA 40G";LIMPIEZA;NULL;NULL;365;NULL;MEDIR;Q;STK Britez Borges
7798038152961; PAPEL HIG.DOBLE HOJA PLUS 50MTS 8UNI SCOTT PAQ.;LIMPIEZA;NULL;NULL;366;NULL;MEDIR;Q;STK Britez Borges
7841454000191; BOLSA P/RESIDUO STOCK ECONOMICA 200LT;LIMPIEZA;NULL;NULL;367;NULL;MEDIR;Q;STK Britez Borges
7840033003592;" JABON LIQ ""PACHOLI"" TRIP ACCI 1L";LIMPIEZA;NULL;NULL;368;NULL;MEDIR;Q;STK Britez Borges
7791290013230; DETERGENTE E/POLVO MATIC ROSAS Y LILAS 5KG DRIVE BSA;LIMPIEZA;NULL;NULL;369;NULL;MEDIR;Q;STK Britez Borges
7896026838245; PAPEL HIG PALOMA NEUTRO 30 MT X 4UN;LIMPIEZA;NULL;NULL;370;NULL;MEDIR;Q;STK Britez Borges
23400998081; DESODORANTE DE AMB ORCHID PETALS 212GR CONO RENUZIT PLAS;LIMPIEZA;NULL;NULL;371;NULL;MEDIR;Q;STK Britez Borges
7840118217531; SUAVIZANTE INTESO  CAVALLARO 450ML DOYPACK;LIMPIEZA;NULL;NULL;372;NULL;MEDIR;Q;STK Britez Borges
7840033008603; JABON LIQUIDO CONCENTRADO PACHOLI 1.5LT BOT;LIMPIEZA;NULL;NULL;373;NULL;MEDIR;Q;STK Britez Borges
7840118217593; SUAVIZANTE PREMIUM INTENSO 2L CAVALLARO DOYPACK;LIMPIEZA;NULL;NULL;374;NULL;MEDIR;Q;STK Britez Borges
7840049005382; PAPEL HIGIENICO PERFUMADO 30 M. HIGIENOL TEXTURADO PAQ 4 UN;LIMPIEZA;NULL;NULL;375;NULL;MEDIR;Q;STK Britez Borges
7501199417752; JABON EN POLVO BRISA DE FRESCURA 3KG PERSIL BSA;LIMPIEZA;NULL;NULL;376;NULL;MEDIR;Q;STK Britez Borges
7840154100118;" BOLSA ""BASE BASE"" MEDIANA P/ BAÑO X 10 UN";LIMPIEZA;NULL;NULL;377;NULL;MEDIR;Q;STK Britez Borges
7840003022417; LIMPIADOR LIQ P/PISO MAFRESH NECTAR FLORAL BOT 900ML;LIMPIEZA;NULL;NULL;378;NULL;MEDIR;Q;STK Britez Borges
7840585002029; DETERGENTE CONCENTRADO MANZANA 1LT LAVA 1000 PLUS PET;LIMPIEZA;NULL;NULL;379;NULL;MEDIR;Q;STK Britez Borges
7840003022851; JABON EN POLVO LIBERACION PERFUME 500GR KINDER BOLSA;LIMPIEZA;NULL;NULL;380;NULL;MEDIR;Q;STK Britez Borges
7841454000207; BOLSA P/RESIDUO STOCK ECONOMICA 150LT;LIMPIEZA;NULL;NULL;381;NULL;MEDIR;Q;STK Britez Borges
7776501004597; PAPEL HIGIENICO HOJA SIMPLE 30X1UN SCOTT PAQ;LIMPIEZA;NULL;NULL;382;NULL;MEDIR;Q;STK Britez Borges
7841454000214; BOLSA P/RESIDUO STOCK ECONOMICA 100LT;LIMPIEZA;NULL;NULL;383;NULL;MEDIR;Q;STK Britez Borges
7840585002036; DETERGENTE CONCENTRADO LIMON 1LT LAVA 1000 PLUS PET;LIMPIEZA;NULL;NULL;384;NULL;MEDIR;Q;STK Britez Borges
7840585002043; DETERGENTE CONCENTRADO NEUTRO 1LT LAVA 1000 PLUS PET;LIMPIEZA;NULL;NULL;385;NULL;MEDIR;Q;STK Britez Borges
7840229001159; PAPEL HIGIENICO HOJA SIMPLE 4UN BEST SIXTY PAQ;LIMPIEZA;NULL;NULL;386;NULL;MEDIR;Q;STK Britez Borges
7840049079451; PAPEL HIGIENICO NEUTRO HIGIENOL TEXTURADO 8UN;LIMPIEZA;NULL;NULL;387;NULL;MEDIR;Q;STK Britez Borges
7840118010156; JABON EN PAN CAVALLARO PCK 400 BLANCO;LIMPIEZA;NULL;NULL;388;NULL;MEDIR;Q;STK Britez Borges
7840585000421;" LAVANDINA ""LAVA 1000"" 5LT LAVA 1000";LIMPIEZA;NULL;NULL;389;NULL;MEDIR;Q;STK Britez Borges
7840229000213; SERVILLETA BAMBINO PAQ 50 UN 24X22;LIMPIEZA;NULL;NULL;390;NULL;MEDIR;Q;STK Britez Borges
7840154102068;" PASTILLA P/INOD ""BASE BASE"" FLORAL 40GR";LIMPIEZA;NULL;NULL;391;NULL;MEDIR;Q;STK Britez Borges
7840049013615; PAPEL HIGIENICO DOBLE HOJA 4UND HIGIENOL PAQ;LIMPIEZA;NULL;NULL;392;NULL;MEDIR;Q;STK Britez Borges
7791290786615; JABON E/POLVO BAJA ESPUMA PIEL SENSIBLE 700GR OMO MATIC BSA;LIMPIEZA;NULL;NULL;393;NULL;MEDIR;Q;STK Britez Borges
7896104998724; TOALLA DE PAPEL MILI 12X2 UN;LIMPIEZA;NULL;NULL;394;NULL;MEDIR;Q;STK Britez Borges
7840033008436; JABON LIQUIDO TRADICIONAL 1.5LT PACHOLI FRAS;LIMPIEZA;NULL;NULL;395;NULL;MEDIR;Q;STK Britez Borges
7840118213908; JABON E/POLVO GUAIRA EXTRA 2KG C/AZUL BLANQUEADOR;LIMPIEZA;NULL;NULL;396;NULL;MEDIR;Q;STK Britez Borges
7798038152718; PAPEL HIGIENICO RINDEMAX 30M X 4UN SCOTT PAQ;LIMPIEZA;NULL;NULL;397;NULL;MEDIR;Q;STK Britez Borges
7841454000245; SERVILLETAS D/PAPEL 100UN STOCK;LIMPIEZA;NULL;NULL;398;NULL;MEDIR;Q;STK Britez Borges
7790520014313; DESINFECTANTE D/ AMBIENTE ORIGINAL 420ML LYSOFORM AER;LIMPIEZA;NULL;NULL;399;NULL;MEDIR;Q;STK Britez Borges
7730219013005; ROLLO DE COCINA DOBLE HOJA 2UN 70PAÑOS ELITE PAQ;LIMPIEZA;NULL;NULL;400;NULL;MEDIR;Q;STK Britez Borges
7840585000377;" DETERGENTE ""LAVA 1000"" MANZANA 5LT";LIMPIEZA;NULL;NULL;401;NULL;MEDIR;Q;STK Britez Borges
7791290012608; DETERGENTE E/POLVO PERFECTO RESULTADO 400GR SKIP BSA;LIMPIEZA;NULL;NULL;402;NULL;MEDIR;Q;STK Britez Borges
7840154104345; SUAVIZANTE PREMIUN FLORAL BASE BASE 450CC DOYPACK;LIMPIEZA;NULL;NULL;403;NULL;MEDIR;Q;STK Britez Borges
7790520012432; ANTIGRASA TOTAL COCINA NARANJA 450ML MR MUSCULO DOYPACK;LIMPIEZA;NULL;NULL;404;NULL;MEDIR;Q;STK Britez Borges
7840118215568; JABON E/POLVO GUAIRA EXTRA BSA 800GR;LIMPIEZA;NULL;NULL;405;NULL;MEDIR;Q;STK Britez Borges
7840001009335; DESODORANTE DE AMBIENTES FLOR DE IRIS 185 GR PINOLECHE AER;LIMPIEZA;NULL;NULL;406;NULL;MEDIR;Q;STK Britez Borges
7840118218644; SUAVIZANTE TROPICAL 450ML CAVALLARO DOYP;LIMPIEZA;NULL;NULL;407;NULL;MEDIR;Q;STK Britez Borges
7840154101115;" LAVANDINA ""BASE BASE"" 2,5% DE 5 LITROS";LIMPIEZA;NULL;NULL;408;NULL;MEDIR;Q;STK Britez Borges
